num,Company name,Job,Technology or skill
25,COBERG,Senior Android Mobile Application Developer,independent work capabilities
25,COBERG,Senior Android Mobile Application Developer,client-server architecture
25,COBERG,Senior Android Mobile Application Developer,Security
25,COBERG,Senior Android Mobile Application Developer,encryption
25,COBERG,Senior Android Mobile Application Developer,PKI
25,COBERG,Senior Android Mobile Application Developer,Data Structures
25,COBERG,Senior Android Mobile Application Developer,OOP
25,COBERG,Senior Android Mobile Application Developer,design patterns
25,COBERG,Senior Android Mobile Application Developer,Analytics
25,COBERG,Senior Android Mobile Application Developer,RESTful API
25,COBERG,Senior Android Mobile Application Developer,web services
25,COBERG,Senior Android Mobile Application Developer,XML
25,COBERG,Senior Android Mobile Application Developer,JSON
26,ValueLabs,Android Developer,5+
26,ValueLabs,Android Developer,performance
26,ValueLabs,Android Developer,Kotlin
26,ValueLabs,Android Developer,Android SDK
26,ValueLabs,Android Developer,OOP
26,ValueLabs,Android Developer,API design
26,ValueLabs,Android Developer,Android Architecture Components
26,ValueLabs,Android Developer,Anroid SDLC
26,ValueLabs,Android Developer,Released android apps to google play store
26,ValueLabs,Android Developer,multi-threading
26,ValueLabs,Android Developer,memory management
26,ValueLabs,Android Developer,CI/CD
26,ValueLabs,Android Developer,troubleshooting
26,ValueLabs,Android Developer,MVVM
26,ValueLabs,Android Developer,Clear Architecture
26,ValueLabs,Android Developer,Dependency Injection
26,ValueLabs,Android Developer,Functional Programming
26,ValueLabs,Android Developer,Firebase
26,ValueLabs,Android Developer,coding best practices
26,ValueLabs,Android Developer,security
26,ValueLabs,Android Developer,agile
26,ValueLabs,Android Developer,unit testing
26,ValueLabs,Android Developer,Documentation standards
26,ValueLabs,Android Developer,application architecture
26,ValueLabs,Android Developer,design
26,ValueLabs,Android Developer,research technology
27,Alexander Ash Consulting,Android Developer,Design
27,Alexander Ash Consulting,Android Developer,Kotlin
27,Alexander Ash Consulting,Android Developer,security
27,Alexander Ash Consulting,Android Developer,performance
27,Alexander Ash Consulting,Android Developer,scalability
27,Alexander Ash Consulting,Android Developer,collaboration
27,Alexander Ash Consulting,Android Developer,implement new features
27,Alexander Ash Consulting,Android Developer,coding best practices
27,Alexander Ash Consulting,Android Developer,5+
27,Alexander Ash Consulting,Android Developer,trading environments
27,Alexander Ash Consulting,Android Developer,financial 
27,Alexander Ash Consulting,Android Developer,Android SDK
27,Alexander Ash Consulting,Android Developer,different versions of Android
27,Alexander Ash Consulting,Android Developer,deal with different screen sizes
27,Alexander Ash Consulting,Android Developer,Android Studio
27,Alexander Ash Consulting,Android Developer,Gradle
27,Alexander Ash Consulting,Android Developer,Git
27,Alexander Ash Consulting,Android Developer,Jetpack
27,Alexander Ash Consulting,Android Developer,ViewModel
27,Alexander Ash Consulting,Android Developer,LiveData
27,Alexander Ash Consulting,Android Developer,Room
28,OSN,Android Application Developer,designing
28,OSN,Android Application Developer,developing
28,OSN,Android Application Developer,Maintenance
28,OSN,Android Application Developer,collaboration
28,OSN,Android Application Developer,video streaming
28,OSN,Android Application Developer,OTT (Over-the-Top) platform
28,OSN,Android Application Developer,Code Review
28,OSN,Android Application Developer,Write clean code
28,OSN,Android Application Developer,unit testing
28,OSN,Android Application Developer,debugging
28,OSN,Android Application Developer,performance
28,OSN,Android Application Developer,reliability
28,OSN,Android Application Developer,scalability
28,OSN,Android Application Developer,user experience
28,OSN,Android Application Developer,Document technical specifications and project requirements
28,OSN,Android Application Developer,Mentorship
28,OSN,Android Application Developer,Continuously develop own skills
28,OSN,Android Application Developer,"confidence, self-belief"
28,OSN,Android Application Developer,adapting and embracing challenges 
29,Dicetek LLC,Senior Android Developer,8+
29,Dicetek LLC,Senior Android Developer,Kotlin
29,Dicetek LLC,Senior Android Developer,Java
29,Dicetek LLC,Senior Android Developer,coding best practices
29,Dicetek LLC,Senior Android Developer,Android SDK
29,Dicetek LLC,Senior Android Developer,Architecture Patterns
29,Dicetek LLC,Senior Android Developer,MVVM
29,Dicetek LLC,Senior Android Developer,MVP
29,Dicetek LLC,Senior Android Developer,Clean Architecture
29,Dicetek LLC,Senior Android Developer,scalable
29,Dicetek LLC,Senior Android Developer,maintainable
29,Dicetek LLC,Senior Android Developer,Design Patterns
29,Dicetek LLC,Senior Android Developer,Singleton
29,Dicetek LLC,Senior Android Developer,Observer
29,Dicetek LLC,Senior Android Developer,Factory design pattern
29,Dicetek LLC,Senior Android Developer,Database Management
29,Dicetek LLC,Senior Android Developer,SQLite 
29,Dicetek LLC,Senior Android Developer,UI testing
29,Dicetek LLC,Senior Android Developer,Git
29,Dicetek LLC,Senior Android Developer,UI/UX Design
29,Dicetek LLC,Senior Android Developer,collaboration
29,Dicetek LLC,Senior Android Developer,unit testing
29,Dicetek LLC,Senior Android Developer,integration testing
29,Dicetek LLC,Senior Android Developer,robustness
29,Dicetek LLC,Senior Android Developer,CI/CD
29,Dicetek LLC,Senior Android Developer,RESTful APIs
29,Dicetek LLC,Senior Android Developer,REST-APIs integration
29,Dicetek LLC,Senior Android Developer,serialization/deserialization
29,Dicetek LLC,Senior Android Developer,Security
29,Dicetek LLC,Senior Android Developer,encryption
29,Dicetek LLC,Senior Android Developer,secure data storage
29,Dicetek LLC,Senior Android Developer,Performance
29,Dicetek LLC,Senior Android Developer,Problem-Solving
29,Dicetek LLC,Senior Android Developer,troubleshoot
29,Dicetek LLC,Senior Android Developer,Documentation
29,Dicetek LLC,Senior Android Developer,communication
30,MultiBank Group,Senior Android Developer,Design
30,MultiBank Group,Senior Android Developer,Kotlin
30,MultiBank Group,Senior Android Developer,scalability
30,MultiBank Group,Senior Android Developer,performance
30,MultiBank Group,Senior Android Developer,security
30,MultiBank Group,Senior Android Developer,collaboration
30,MultiBank Group,Senior Android Developer,data structures
30,MultiBank Group,Senior Android Developer,coding best practices
30,MultiBank Group,Senior Android Developer,"Integrating Third Party libraries, APIs and SDKs"
30,MultiBank Group,Senior Android Developer,integrating back-end services
30,MultiBank Group,Senior Android Developer,unit tests
30,MultiBank Group,Senior Android Developer,integration tests
30,MultiBank Group,Senior Android Developer,documentation
30,MultiBank Group,Senior Android Developer,latest industry trends
30,MultiBank Group,Senior Android Developer,Mentor junior developers
30,MultiBank Group,Senior Android Developer,5+
30,MultiBank Group,Senior Android Developer,fintech
30,MultiBank Group,Senior Android Developer,Android SDK
30,MultiBank Group,Senior Android Developer,deal with different screen sizes
30,MultiBank Group,Senior Android Developer,Git
30,MultiBank Group,Senior Android Developer,Android Studio
30,MultiBank Group,Senior Android Developer,Gradle
30,MultiBank Group,Senior Android Developer,RESTful APIs
30,MultiBank Group,Senior Android Developer,web services
30,MultiBank Group,Senior Android Developer,UX/UI
30,MultiBank Group,Senior Android Developer,CI/CD
30,MultiBank Group,Senior Android Developer,Jetpack
30,MultiBank Group,Senior Android Developer,ViewModel
30,MultiBank Group,Senior Android Developer,LiveData
30,MultiBank Group,Senior Android Developer,Room
30,MultiBank Group,Senior Android Developer,MVP
30,MultiBank Group,Senior Android Developer,MVVM
30,MultiBank Group,Senior Android Developer,design patterns
30,MultiBank Group,Senior Android Developer,memory optimization
30,MultiBank Group,Senior Android Developer,Released android apps to google play store
30,MultiBank Group,Senior Android Developer,automated testing
30,MultiBank Group,Senior Android Developer,JUnit
30,MultiBank Group,Senior Android Developer,Espresso
30,MultiBank Group,Senior Android Developer,push notifications
30,MultiBank Group,Senior Android Developer,Firebase
30,MultiBank Group,Senior Android Developer,problem-solving
30,MultiBank Group,Senior Android Developer,manage multiple tasks
30,MultiBank Group,Senior Android Developer,communication
30,MultiBank Group,Senior Android Developer,Self-motivated
31,Yassir,Mobile Android Engineer,design
31,Yassir,Mobile Android Engineer,performance
31,Yassir,Mobile Android Engineer,responsiveness
31,Yassir,Mobile Android Engineer,collaboration
31,Yassir,Mobile Android Engineer,bug fixes
31,Yassir,Mobile Android Engineer,requirements analysis
31,Yassir,Mobile Android Engineer,teamwork
31,Yassir,Mobile Android Engineer,2+
31,Yassir,Mobile Android Engineer,Kotlin
31,Yassir,Mobile Android Engineer,cloud messages APIs
31,Yassir,Mobile Android Engineer,push notifications
31,Yassir,Mobile Android Engineer,Rest APIs
31,Yassir,Mobile Android Engineer,micoservices
31,Yassir,Mobile Android Engineer,Git
31,Yassir,Mobile Android Engineer,Docker
31,Yassir,Mobile Android Engineer,Kubernetes
31,Yassir,Mobile Android Engineer,Caching
31,Yassir,Mobile Android Engineer,scalability
31,Yassir,Mobile Android Engineer,fintech
32,Talentmate,Android Developer,5+
32,Talentmate,Android Developer,OOP
32,Talentmate,Android Developer,Android SDK
32,Talentmate,Android Developer,design patterns
32,Talentmate,Android Developer,"Integrating Third Party libraries, APIs and SDKs"
32,Talentmate,Android Developer,mobile SDLC
32,Talentmate,Android Developer,architectures
32,Talentmate,Android Developer,collaboration
32,Talentmate,Android Developer,Android Architecture Components
32,Talentmate,Android Developer,Released android apps to google play store
32,Talentmate,Android Developer,multi-threading
32,Talentmate,Android Developer,memory management
32,Talentmate,Android Developer,unit testing
32,Talentmate,Android Developer,robustness
32,Talentmate,Android Developer,usability
32,Talentmate,Android Developer,reliability
32,Talentmate,Android Developer,bug fixes
32,Talentmate,Android Developer,performance
32,Talentmate,Android Developer,discover new technologies
33,Staffconnect,Android Developer,OOP
33,Staffconnect,Android Developer,JAVA
33,Staffconnect,Android Developer,Kotlin
33,Staffconnect,Android Developer,5+
33,Staffconnect,Android Developer,API integration
33,Staffconnect,Android Developer,Payment Gateways
33,Staffconnect,Android Developer,Third party integration
33,Staffconnect,Android Developer,design
33,Staffconnect,Android Developer,debug
33,Staffconnect,Android Developer,software testing
33,Staffconnect,Android Developer,documentation
33,Staffconnect,Android Developer,Released android apps to google play store
33,Staffconnect,Android Developer,Retail Industry
33,Staffconnect,Android Developer,collaboration
33,Staffconnect,Android Developer,"Detail-oriented,"
33,Staffconnect,Android Developer,Fast learner
33,Staffconnect,Android Developer,work on multiple projects
34,vam systems,Android Developer,6+
34,vam systems,Android Developer,agile
34,vam systems,Android Developer,Scrum
34,vam systems,Android Developer,Android Studio
34,vam systems,Android Developer,Gradle
34,vam systems,Android Developer,Android SDK
34,vam systems,Android Developer,Released android apps to google play store
34,vam systems,Android Developer,OOP
34,vam systems,Android Developer,MVP
34,vam systems,Android Developer,SQLite
34,vam systems,Android Developer,JSON
34,vam systems,Android Developer,Rest APIs
34,vam systems,Android Developer,multi-threading
34,vam systems,Android Developer,Material Design
34,vam systems,Android Developer,Web services
34,vam systems,Android Developer,XML
34,vam systems,Android Developer,local storage
34,vam systems,Android Developer,databases
34,vam systems,Android Developer,SQLite
34,vam systems,Android Developer,Dagger
34,vam systems,Android Developer,Retrofit
34,vam systems,Android Developer,Fastlane
34,vam systems,Android Developer,TDD
34,vam systems,Android Developer,unit testing
34,vam systems,Android Developer,UI tests
34,vam systems,Android Developer,Junit
34,vam systems,Android Developer,Mockito
34,vam systems,Android Developer,espresso
34,vam systems,Android Developer,InVision
34,vam systems,Android Developer,Zeplin
35,CICO IT Solution,Android Developer,5+
35,CICO IT Solution,Android Developer,interpret and follow technical plans
35,CICO IT Solution,Android Developer,trends in the tech
35,CICO IT Solution,Android Developer,Problem-solving
35,CICO IT Solution,Android Developer,handle multiple projects simultaneously
35,CICO IT Solution,Android Developer,communication
36,Techcarrot,Sr Android developer,Design
36,Techcarrot,Sr Android developer,analyze
36,Techcarrot,Sr Android developer,software testing
36,Techcarrot,Sr Android developer,performance
36,Techcarrot,Sr Android developer,teamwork
36,Techcarrot,Sr Android developer,aesthetic excellence
36,Techcarrot,Sr Android developer,5+
36,Techcarrot,Sr Android developer,OOP
36,Techcarrot,Sr Android developer,Networking
36,Techcarrot,Sr Android developer,multi-threading
36,Techcarrot,Sr Android developer,Coroutines
36,Techcarrot,Sr Android developer,Dagger
36,Techcarrot,Sr Android developer,Dependency injection
36,Techcarrot,Sr Android developer,security
36,Techcarrot,Sr Android developer,Jetpack
36,Techcarrot,Sr Android developer,Code design
36,Techcarrot,Sr Android developer,Extremely detail-oriented
36,Techcarrot,Sr Android developer,knack
36,Techcarrot,Sr Android developer,unit testing
36,Techcarrot,Sr Android developer,communication
36,Techcarrot,Sr Android developer,Agile
37,Oxinus,Sr Android developer,food and beverage industry
37,Oxinus,Sr Android developer,users experiences
37,Oxinus,Sr Android developer,mobile app development
37,Oxinus,Sr Android developer,problem-solving
37,Oxinus,Sr Android developer,UI
37,Oxinus,Sr Android developer,maintainable
37,Oxinus,Sr Android developer,Kotlin
37,Oxinus,Sr Android developer,JAVA
37,Oxinus,Sr Android developer,collaboration
37,Oxinus,Sr Android developer,Write clean code
37,Oxinus,Sr Android developer,coding best practices
37,Oxinus,Sr Android developer,coding standards
37,Oxinus,Sr Android developer,performance
37,Oxinus,Sr Android developer,reliability
37,Oxinus,Sr Android developer,scalability
37,Oxinus,Sr Android developer,discover new technologies
37,Oxinus,Sr Android developer,Troubleshoot
37,Oxinus,Sr Android developer,debugging
37,Oxinus,Sr Android developer,Released android apps to google play store
37,Oxinus,Sr Android developer,Flutter
37,Oxinus,Sr Android developer,UI/UX principles
37,Oxinus,Sr Android developer,RESTful APIs
37,Oxinus,Sr Android developer,third-party libraries
37,Oxinus,Sr Android developer,integration of external services
37,Oxinus,Sr Android developer,Git
37,Oxinus,Sr Android developer,Problem-solving
37,Oxinus,Sr Android developer,communication
37,Oxinus,Sr Android developer,Firebase
37,Oxinus,Sr Android developer,Cloud Messaging
37,Oxinus,Sr Android developer,security
37,Oxinus,Sr Android developer,CI/CD
37,Oxinus,Sr Android developer,manage multiple projects simultaneously
38,Confidential,Android Developer,JAVA
38,Confidential,Android Developer,XML
38,Confidential,Android Developer,Sqlite
38,Confidential,Android Developer,Firebase 
38,Confidential,Android Developer,Android SDK
38,Confidential,Android Developer,Android Studio
38,Confidential,Android Developer,Material Design
38,Confidential,Android Developer,Git
38,Confidential,Android Developer,Integration of opensource code
38,Confidential,Android Developer,file system
38,Confidential,Android Developer,architecture
38,Confidential,Android Developer,permissions
38,Confidential,Android Developer,Networking fundamentals
38,Confidential,Android Developer,IP addressing
38,Confidential,Android Developer,Routing
38,Confidential,Android Developer,Switching
38,Confidential,Android Developer,Firewall
38,Confidential,Android Developer,VPN Apps
38,Confidential,Android Developer,Video Downloaders
38,Confidential,Android Developer,File Sharig Apps
38,Confidential,Android Developer,Fitness Apps
38,Confidential,Android Developer,Photo Editing
38,Confidential,Android Developer,Quiz and Reward Apps
38,Confidential,Android Developer,Kotlin
38,Confidential,Android Developer,C
38,Confidential,Android Developer,Adobe photoshop
38,Confidential,Android Developer,Adobe illustrator
38,Confidential,Android Developer,AWS
38,Confidential,Android Developer,Project Management tools
38,Confidential,Android Developer,GitLab
38,Confidential,Android Developer,Jira 
39,Confidential,Sr Android Developer,JAVA
39,Confidential,Sr Android Developer,Kotlin
39,Confidential,Sr Android Developer,Flutter
39,Confidential,Sr Android Developer,Problem-solving
39,Confidential,Sr Android Developer,collaboration
39,Confidential,Sr Android Developer,Write clean code
39,Confidential,Sr Android Developer,maintainability
39,Confidential,Sr Android Developer,code best practices
39,Confidential,Sr Android Developer,performance
39,Confidential,Sr Android Developer,reliability
39,Confidential,Sr Android Developer,scalability
39,Confidential,Sr Android Developer,discover new technologies
39,Confidential,Sr Android Developer,Troubleshoot
39,Confidential,Sr Android Developer,Released android apps to google play store
39,Confidential,Sr Android Developer,UI/UX 
39,Confidential,Sr Android Developer,RESTful APIs
39,Confidential,Sr Android Developer,third-party libraries
39,Confidential,Sr Android Developer,integration of external services
39,Confidential,Sr Android Developer,communication
39,Confidential,Sr Android Developer,Git
39,Confidential,Sr Android Developer,Cloud Messaging
39,Confidential,Sr Android Developer,CI/CD
40,Kingsmen Agency,Android Developer,iOS
40,Kingsmen Agency,Android Developer,JAVA
40,Kingsmen Agency,Android Developer,JSON
40,Kingsmen Agency,Android Developer,Android sdk
40,Kingsmen Agency,Android Developer,Git
40,Kingsmen Agency,Android Developer,REST
40,Kingsmen Agency,Android Developer,UI
40,Kingsmen Agency,Android Developer,Kotlin
40,Kingsmen Agency,Android Developer,JavaScript
40,Kingsmen Agency,Android Developer,bug fixes
40,Kingsmen Agency,Android Developer,collaboration
40,Kingsmen Agency,Android Developer,performance
40,Kingsmen Agency,Android Developer,reusable
40,Kingsmen Agency,Android Developer,reliable
40,Kingsmen Agency,Android Developer,code best practices
40,Kingsmen Agency,Android Developer,responsiveness
40,Kingsmen Agency,Android Developer,integrating back-end services
40,Kingsmen Agency,Android Developer,cloud message APIs
40,Kingsmen Agency,Android Developer,push notifications
40,Kingsmen Agency,Android Developer,Translate designs to code
40,Kingsmen Agency,Android Developer,bug fixes
40,Kingsmen Agency,Android Developer,UI design
40,Kingsmen Agency,Android Developer,design patterns
40,Kingsmen Agency,Android Developer,offline storage
40,Kingsmen Agency,Android Developer,multi-threading
40,Kingsmen Agency,Android Developer,understand business requirements
41,innovations group,Android Developer,UI
41,innovations group,Android Developer,JAVA
41,innovations group,Android Developer,Kotlin
41,innovations group,Android Developer,Android SDK
41,innovations group,Android Developer,Design
41,innovations group,Android Developer,maintain
41,innovations group,Android Developer,performance
41,innovations group,Android Developer,reusable
41,innovations group,Android Developer,reliable
41,innovations group,Android Developer,code best practices
41,innovations group,Android Developer,responsiveness
41,innovations group,Android Developer,bug fixes
41,innovations group,Android Developer,mobile SDLC
41,innovations group,Android Developer,collaboration
41,innovations group,Android Developer,define feature requirements
41,innovations group,Android Developer,OOP
41,innovations group,Android Developer,design patterns
41,innovations group,Android Developer,7+
41,innovations group,Android Developer,encryption
41,innovations group,Android Developer,security
41,innovations group,Android Developer,CI/CD
41,innovations group,Android Developer,troubleshooting
41,innovations group,Android Developer,MVVM
41,innovations group,Android Developer,Clear Architecture
41,innovations group,Android Developer,MVC
41,innovations group,Android Developer,MVP
41,innovations group,Android Developer,Dependency injection
41,innovations group,Android Developer,Android Studio
41,innovations group,Android Developer,IntelliJ
41,innovations group,Android Developer,TCP/IP Socket Programming
41,innovations group,Android Developer,Unit Testing
41,innovations group,Android Developer,Git
41,innovations group,Android Developer,Bit Bucket
41,innovations group,Android Developer,Svn
41,innovations group,Android Developer,TFS
41,innovations group,Android Developer,RESTful APIs
41,innovations group,Android Developer,Soap Services
41,innovations group,Android Developer,JSON
41,innovations group,Android Developer,XML
41,innovations group,Android Developer,integrating back-end services
41,innovations group,Android Developer,Retrofit
41,innovations group,Android Developer,Vol
41,innovations group,Android Developer,RxJAVA
41,innovations group,Android Developer,JetPack components
42,tango,Senior Android Developer,Java
42,tango,Senior Android Developer,Kotlin
42,tango,Senior Android Developer,3+
42,tango,Senior Android Developer,OOP
42,tango,Senior Android Developer,UI
42,tango,Senior Android Developer,animations
42,tango,Senior Android Developer,bug fixes
42,tango,Senior Android Developer,work independently
42,tango,Senior Android Developer,Dagger
42,tango,Senior Android Developer,Reactive programming
42,tango,Senior Android Developer,functional programming
43,Arengy,Android Developer,iOS
43,Arengy,Android Developer,Java
43,Arengy,Android Developer,JSON
43,Arengy,Android Developer,Android sdk
43,Arengy,Android Developer,Git
43,Arengy,Android Developer,Restful
43,Arengy,Android Developer,Kotlin
43,Arengy,Android Developer,JavaScript
43,Arengy,Android Developer,Jetpack
43,Arengy,Android Developer,BLE Technology
43,Arengy,Android Developer,CI/CD
43,Arengy,Android Developer,Firebase
43,Arengy,Android Developer,memory management
43,Arengy,Android Developer,documentation
44,Reap HR Consultancy,Android Developer,Java
44,Reap HR Consultancy,Android Developer,XML
44,Reap HR Consultancy,Android Developer,Sqlite
44,Reap HR Consultancy,Android Developer,Firebase
44,Reap HR Consultancy,Android Developer,Android SDK
44,Reap HR Consultancy,Android Developer,Android Studio
44,Reap HR Consultancy,Android Developer,Material Design
44,Reap HR Consultancy,Android Developer,Integration of opensource code
44,Reap HR Consultancy,Android Developer,Git
44,Reap HR Consultancy,Android Developer,file system
44,Reap HR Consultancy,Android Developer,permissions
44,Reap HR Consultancy,Android Developer,Networking fundamentals
44,Reap HR Consultancy,Android Developer,IP addressing
44,Reap HR Consultancy,Android Developer,Routing
44,Reap HR Consultancy,Android Developer,Switching
44,Reap HR Consultancy,Android Developer,Firewall
44,Reap HR Consultancy,Android Developer,DNS
44,Reap HR Consultancy,Android Developer,VPN
44,Reap HR Consultancy,Android Developer,Video Downloaders
44,Reap HR Consultancy,Android Developer,Fitness Apps
44,Reap HR Consultancy,Android Developer,Photo Editing
44,Reap HR Consultancy,Android Developer,Quiz and Reward Apps
45,ClickJobs.io,Android Developer,agile
45,ClickJobs.io,Android Developer,Estimating
45,ClickJobs.io,Android Developer,prototyping
45,ClickJobs.io,Android Developer,clear code
45,ClickJobs.io,Android Developer,collaboration
45,ClickJobs.io,Android Developer,learning
45,ClickJobs.io,Android Developer,Clarifying requirements
45,ClickJobs.io,Android Developer,Android Studio
45,ClickJobs.io,Android Developer,HTML
45,ClickJobs.io,Android Developer,CSS
45,ClickJobs.io,Android Developer,JavaScript
45,ClickJobs.io,Android Developer,UX design
45,ClickJobs.io,Android Developer,software testing
45,ClickJobs.io,Android Developer,React Native
45,ClickJobs.io,Android Developer,Ionic
45,ClickJobs.io,Android Developer,Flutter
45,ClickJobs.io,Android Developer,CI/CD
45,ClickJobs.io,Android Developer,Google APIs
45,ClickJobs.io,Android Developer,Social Network APIs
45,ClickJobs.io,Android Developer,Git
46,Actalent,Android Developer,Android Studio
46,Actalent,Android Developer,Java
46,Actalent,Android Developer,C++
46,Actalent,Android Developer,cars
46,Actalent,Android Developer,Machine learning
47,Misrai Technology,Native Android Developer,robustness
47,Misrai Technology,Native Android Developer,performance
47,Misrai Technology,Native Android Developer,Java
47,Misrai Technology,Native Android Developer,Kotlin
47,Misrai Technology,Native Android Developer,MVVM
47,Misrai Technology,Native Android Developer,MVP
47,Misrai Technology,Native Android Developer,Jetpack
47,Misrai Technology,Native Android Developer,Coroutines
47,Misrai Technology,Native Android Developer,maintainable
47,Misrai Technology,Native Android Developer,Android Studio
47,Misrai Technology,Native Android Developer,Gradle
47,Misrai Technology,Native Android Developer,Android sdk
47,Misrai Technology,Native Android Developer,debug
47,Misrai Technology,Native Android Developer,RESTful APIs
47,Misrai Technology,Native Android Developer,integrating back-end services
47,Misrai Technology,Native Android Developer,Security
47,Misrai Technology,Native Android Developer,encrypPerformancetion
47,Misrai Technology,Native Android Developer,responsiveness
47,Misrai Technology,Native Android Developer,user experiences
47,Misrai Technology,Native Android Developer,software testing
47,Misrai Technology,Native Android Developer,Unit Testing
47,Misrai Technology,Native Android Developer,UI tests
47,Misrai Technology,Native Android Developer,Espresso
47,Misrai Technology,Native Android Developer,JUnit
47,Misrai Technology,Native Android Developer,Continuous Learning
47,Misrai Technology,Native Android Developer,coding best practices
47,Misrai Technology,Native Android Developer,3+
47,Misrai Technology,Native Android Developer,Jetpack
47,Misrai Technology,Native Android Developer,Room
47,Misrai Technology,Native Android Developer,LiveData
47,Misrai Technology,Native Android Developer,ViewModel
47,Misrai Technology,Native Android Developer,databases serverside scripting
47,Misrai Technology,Native Android Developer,Problem-solving
47,Misrai Technology,Native Android Developer,communication
48,Black Pearl Consult,Senior Android Developer,performance
48,Black Pearl Consult,Senior Android Developer,reusable
48,Black Pearl Consult,Senior Android Developer,UI
48,Black Pearl Consult,Senior Android Developer,mobile SDLC
48,Black Pearl Consult,Senior Android Developer,API design
48,Black Pearl Consult,Senior Android Developer,Android Architecture Components
48,Black Pearl Consult,Senior Android Developer,Released android apps to google play store
48,Black Pearl Consult,Senior Android Developer,performance tuning
48,Black Pearl Consult,Senior Android Developer,debugging
48,Black Pearl Consult,Senior Android Developer,collaboration
48,Black Pearl Consult,Senior Android Developer,5+
48,Black Pearl Consult,Senior Android Developer,OOP
48,Black Pearl Consult,Senior Android Developer,Android SDK
48,Black Pearl Consult,Senior Android Developer,design patterns
48,Black Pearl Consult,Senior Android Developer,multi-threading
48,Black Pearl Consult,Senior Android Developer,memory management
48,Black Pearl Consult,Senior Android Developer,caching mechanisms
48,Black Pearl Consult,Senior Android Developer,Android Architecture Components
48,Black Pearl Consult,Senior Android Developer,CI/CD
48,Black Pearl Consult,Senior Android Developer,troubleshooting
48,Black Pearl Consult,Senior Android Developer,MVVM
48,Black Pearl Consult,Senior Android Developer,Dependency Injection
48,Black Pearl Consult,Senior Android Developer,functional programming
48,Black Pearl Consult,Senior Android Developer,Firebase
48,Black Pearl Consult,Senior Android Developer,security
48,Black Pearl Consult,Senior Android Developer,unit testing
48,Black Pearl Consult,Senior Android Developer,documentation standards
48,Black Pearl Consult,Senior Android Developer,agile
48,Black Pearl Consult,Senior Android Developer,influence multiple teams
48,Black Pearl Consult,Senior Android Developer,Selfmotivated
48,Black Pearl Consult,Senior Android Developer,communication
48,Black Pearl Consult,Senior Android Developer,REST
48,Black Pearl Consult,Senior Android Developer,Eclipse
48,Black Pearl Consult,Senior Android Developer,Sqlite
48,Black Pearl Consult,Senior Android Developer,iOS
48,Black Pearl Consult,Senior Android Developer,Java
48,Black Pearl Consult,Senior Android Developer,JSON
48,Black Pearl Consult,Senior Android Developer,Gradle
49,Robert Walters,Android App Developer,teamwork
49,Robert Walters,Android App Developer,Kotlin
49,Robert Walters,Android App Developer,TDD
49,Robert Walters,Android App Developer,"Integrating Third Party libraries, APIs and SDKs"
50,Turing,Android app developer,collaboration
50,Turing,Android app developer,prioritize client feature requests
50,Turing,Android app developer,reliable
50,Turing,Android app developer,scalable
50,Turing,Android app developer,testable
50,Turing,Android app developer,Write clean code
50,Turing,Android app developer,software testing
50,Turing,Android app developer,debugging
50,Turing,Android app developer,performance
50,Turing,Android app developer,3+
50,Turing,Android app developer,Android SDK
50,Turing,Android app developer,Kotlin
50,Turing,Android app developer,Java
50,Turing,Android app developer,Android app architecture
50,Turing,Android app developer,UI
50,Turing,Android app developer,Android Studio
50,Turing,Android app developer,Android NDK
50,Turing,Android app developer,database management systems
50,Turing,Android app developer,data structures
50,Turing,Android app developer,design patterns
50,Turing,Android app developer,Gradle
50,Turing,Android app developer,XML
50,Turing,Android app developer,SQL
50,Turing,Android app developer,NoSQL
50,Turing,Android app developer,Python
50,Turing,Android app developer,.NET
50,Turing,Android app developer,Git
50,Turing,Android app developer,material design
50,Turing,Android app developer,unit testing
50,Turing,Android app developer,Problem-solving
